bond_length,ideal_energy,noisy_energy,zne_energy,mitigated_energy,status,error_msg
0.5,-2.113514216310622,-2.0157816341777055,-2.985406589247455,,mitigated_skipped,
0.735,-1.8572750302023782,-1.7559487496084696,-2.0715090574309163,,mitigated_skipped,
1.0,-1.6303275411526206,-1.413192578674284,-2.0581339099745777,,mitigated_skipped,
