bond_length,ideal_energy,noisy_energy,zne_energy,mitigated_energy,status,error_msg
0.25,-2.4289787463807935,-2.3568339064950607,-2.4101481956386546,-2.3014812188577394,done,
0.45,-2.174364953616016,-2.097090514917154,-2.128199681161262,-2.0761245252450067,done,
0.65,-1.944023570353681,-1.855480499891747,-1.913800326743144,-1.86491053662255,done,
0.725,-1.8671209783412697,-1.5738542948775112,-1.866778798239208,-1.796533219976249,done,
0.8,-1.7956191803270949,-1.656180378784891,-1.7825975848734692,-1.7260511785887016,done,
1.5,-1.3509341607514096,-1.2179391246421902,-1.2120677298475289,-1.314475002920711,done,
2.5,-1.1477258043236076,-1.1153210684153383,-1.1481965381048718,-1.1397384846730145,done,
3.0,-1.1100242481984997,-1.0702543584040216,-1.0935103680908707,-1.0957524618710215,done,
